cohortId,cohortName
3577,First_diagnosis_of__Acute_gastrojejunal_ulcer_with_hemorrhage_and_obstruction
3578,First_diagnosis_of__Acute_gastrojejunal_ulcer_with_hemorrhage_and_perforation
3579,First_diagnosis_of__Acute_gastrojejunal_ulcer_with_hemorrhage_and_with_perforation_but_without_obstruction
3580,First_diagnosis_of__Acute_gastrojejunal_ulcer_with_hemorrhage_but_without_obstruction
3581,First_diagnosis_of__Acute_gastrojejunal_ulcer_with_hemorrhage
3582,First_diagnosis_of__Acute_gastrojejunal_ulcer_with_obstruction
3583,First_diagnosis_of__Acute_gastrojejunal_ulcer_with_perforation_AND_obstruction
3584,First_diagnosis_of__Acute_gastrojejunal_ulcer_with_perforation_but_without_obstruction
3585,First_diagnosis_of__Acute_gastrojejunal_ulcer_with_perforation
3586,First_diagnosis_of__Acute_gastrojejunal_ulcer_without_hemorrhage__without_perforation_AND_without_obstruction
3587,First_diagnosis_of__Acute_gastrojejunal_ulcer_without_hemorrhage_AND_without_perforation_but_with_obstruction
3588,First_diagnosis_of__Acute_gastrojejunal_ulcer_without_hemorrhage_AND_without_perforation
3589,First_diagnosis_of__Acute_gastrojejunal_ulcer
3590,First_diagnosis_of__Acute_generalized_peritonitis
3591,First_diagnosis_of__Acute_genitourinary_disorder
3592,First_diagnosis_of__Acute_gingivitis
3593,First_diagnosis_of__Acute_GIT_vascular_insufficiency
3594,First_diagnosis_of__Acute_glomerulonephritis_associated_with_another_disorder
3595,First_diagnosis_of__Acute_glomerulonephritis
3596,First_diagnosis_of__Acute_gonococcal_cervicitis
3597,First_diagnosis_of__Acute_gonococcal_cystitis
3598,First_diagnosis_of__Acute_gonococcal_endometritis
3599,First_diagnosis_of__Acute_gonococcal_epididymo_orchitis
3600,First_diagnosis_of__Acute_gonococcal_prostatitis
3601,First_diagnosis_of__Acute_gonococcal_salpingitis
3602,First_diagnosis_of__Acute_gonorrhea_of_genitourinary_tract
3603,First_diagnosis_of__Acute_gonorrhea_of_lower_genitourinary_tract
3604,First_diagnosis_of__Acute_gonorrhea_of_upper_genitourinary_tract
3605,First_diagnosis_of__Acute_graft_versus_host_disease
3606,First_diagnosis_of__Acute_haemophilus_influenzae_bronchitis
3607,First_diagnosis_of__Acute_headache
3608,First_diagnosis_of__Acute_heart_disease
3609,First_diagnosis_of__Acute_heart_failure
3610,First_diagnosis_of__Acute_hematogenous_osteomyelitis
3611,First_diagnosis_of__Acute_hemorrhagic_conjunctivitis
3612,First_diagnosis_of__Acute_hemorrhagic_gastritis
3613,First_diagnosis_of__Acute_hemorrhagic_leukoencephalitis
3614,First_diagnosis_of__Acute_hepatitis_B_with_delta_agent__coinfection__without_hepatic_coma
3615,First_diagnosis_of__Acute_hepatitis_C
3616,First_diagnosis_of__Acute_hepatitis_E
3617,First_diagnosis_of__Acute_hepatitis
3618,First_diagnosis_of__Acute_hydrops_keratoconus
3619,First_diagnosis_of__Acute_hypercapnic_respiratory_failure
3620,First_diagnosis_of__Acute_hypokalemia
3621,First_diagnosis_of__Acute_hypoxemic_respiratory_failure
3622,First_diagnosis_of__Acute_idiopathic_pericarditis
3623,First_diagnosis_of__Acute_ill_defined_cerebrovascular_disease
3624,First_diagnosis_of__Acute_infarction_of_spinal_cord
3625,First_diagnosis_of__Acute_infection_of_bone
3626,First_diagnosis_of__Acute_infection_of_pinna
3627,First_diagnosis_of__Acute_infectious_conjunctivitis
3628,First_diagnosis_of__Acute_infectious_disease
3629,First_diagnosis_of__Acute_infectious_hepatitis
3630,First_diagnosis_of__Acute_infective_bronchitis
3631,First_diagnosis_of__Acute_infective_cystitis
3632,First_diagnosis_of__Acute_infective_endocarditis
3633,First_diagnosis_of__Acute_infective_polyneuritis
3634,First_diagnosis_of__Acute_inflammation_of_orbit
3635,First_diagnosis_of__Acute_inflammatory_disease
3636,First_diagnosis_of__Acute_intermittent_porphyria
3637,First_diagnosis_of__Acute_interstitial_pneumonia
3638,First_diagnosis_of__Acute_intestinal_obstruction
3639,First_diagnosis_of__Acute_ischemic_heart_disease
3640,First_diagnosis_of__Acute_lacrimal_canaliculitis
3641,First_diagnosis_of__Acute_laryngitis_and_or_tracheitis
3642,First_diagnosis_of__Acute_laryngitis_with_obstruction
3643,First_diagnosis_of__Acute_laryngitis
3644,First_diagnosis_of__Acute_laryngopharyngitis
3645,First_diagnosis_of__Acute_laryngotracheitis_with_obstruction
3646,First_diagnosis_of__Acute_laryngotracheitis
3647,First_diagnosis_of__Acute_leukemia_in_remission
3648,First_diagnosis_of__Acute_leukemia
3649,First_diagnosis_of__Acute_lichenoid_pityriasis
3650,First_diagnosis_of__Acute_lower_respiratory_tract_infection
3651,First_diagnosis_of__Acute_lower_urinary_tract_infection
3652,First_diagnosis_of__Acute_lung_injury_during_and_following_administration_of_blood_product
3653,First_diagnosis_of__Acute_lung_injury
3654,First_diagnosis_of__Acute_lymphadenitis_of_face__head_and_neck
3655,First_diagnosis_of__Acute_lymphadenitis_of_lower_limb
3656,First_diagnosis_of__Acute_lymphadenitis_of_trunk
3657,First_diagnosis_of__Acute_lymphadenitis_of_upper_limb
3658,First_diagnosis_of__Acute_lymphadenitis
3659,First_diagnosis_of__Acute_lymphangitis_of_axilla
3660,First_diagnosis_of__Acute_lymphangitis_of_buttock
3661,First_diagnosis_of__Acute_lymphangitis_of_chest_wall
3662,First_diagnosis_of__Acute_lymphangitis_of_face
3663,First_diagnosis_of__Acute_lymphangitis_of_foot
3664,First_diagnosis_of__Acute_lymphangitis_of_groin
3665,First_diagnosis_of__Acute_lymphangitis_of_head
3666,First_diagnosis_of__Acute_lymphangitis_of_left_upper_limb
3667,First_diagnosis_of__Acute_lymphangitis_of_lower_leg
3668,First_diagnosis_of__Acute_lymphangitis_of_neck
3669,First_diagnosis_of__Acute_lymphangitis_of_right_upper_limb
3670,First_diagnosis_of__Acute_lymphangitis_of_toe
3671,First_diagnosis_of__Acute_lymphangitis_of_trunk
3672,First_diagnosis_of__Acute_lymphangitis
3673,First_diagnosis_of__Acute_lymphoid_leukemia_in_remission
3674,First_diagnosis_of__Acute_lymphoid_leukemia_relapse
